Date,2020-11-25 14:26:39
Filename,STFMK-20201105-LW17-8125_20201125_142639_004.dat
Data Label,정상
Label_No,00
Motor Spec,L-EF-04, 1760,2.2, 4.7,
Period,3SEC
Sample Rate,4000
RMS,0.005520,
Data Length,12000,
0,0.0031408658,
0.00025,-0.0091617517,
0.0005,-0.0056068385,
0.00075,0.0008349284,
0.001,-0.0012058228,
0.00125,0.0002803403,
0.0015,-0.0059924037,
0.00175,-0.0073231128,
0.002,0.0029242430,
0.00225,-0.0031670274,
0.0025,-0.0077189729,
0.00275,0.0001431433,
0.003,-0.0013303686,
0.00325,-0.0012939628,
0.0035,-0.0056039821,
0.00375,-0.0117293354,
0.004,-0.0025224092,
0.00425,0.0053319577,
0.0045,-0.0050561829,
0.00475,-0.0072978940,
0.005,0.0017077975,
0.00525,-0.0001141321,
0.0055,-0.0045268200,
0.00575,-0.0104307989,
0.006,-0.0046976344,
0.00625,0.0019140868,
0.0065,-0.0052480809,
0.00675,-0.0088336756,
0.007,-0.0030103233,
0.00725,0.0038738365,
0.0075,-0.0031393743,
0.00775,-0.0068322294,
0.008,-0.0020232415,
0.00825,-0.0017639224,
0.0085,-0.0016130707,
0.00875,-0.0086276149,
0.009,-0.0061033331,
0.00925,-0.0007740714,
0.0095,0.0006355135,
0.00975,-0.0006696476,
0.01,-0.0039052856,
0.01025,0.0017017772,
0.0105,0.0088620158,
0.01075,0.0038296953,
0.011,-0.0008212935,
0.01125,0.0024145190,
0.0115,0.0079433229,
0.01175,0.0069053867,
0.012,-0.0041836076,
0.01225,-0.0031733289,
0.0125,0.0093627609,
0.01275,0.0081687337,
0.013,-0.0055530877,
0.01325,-0.0035998540,
0.0135,0.0102868909,
0.01375,0.0045881062,
0.014,-0.0003262955,
0.01425,-0.0024687899,
0.0145,0.0062490283,
0.01475,0.0128635867,
0.015,-0.0051334249,
0.01525,0.0010180534,
0.0155,0.0063097766,
0.01575,0.0023079680,
0.016,0.0006135685,
0.01625,-0.0057691126,
0.0165,0.0001063967,
0.01675,0.0037038103,
0.017,-0.0000989695,
0.01725,-0.0031812810,
0.0175,-0.0013062367,
0.01775,-0.0014689150,
0.018,0.0002700650,
0.01825,-0.0022245250,
0.0185,-0.0091631953,
0.01875,-0.0002867514,
0.019,0.0046849088,
0.01925,-0.0028577349,
0.0195,-0.0050081364,
0.01975,-0.0022701195,
0.02,0.0065828557,
0.02025,0.0019390888,
0.0205,-0.0092541315,
0.02075,0.0012854962,
0.021,0.0062521249,
0.02125,0.0010976105,
0.0215,-0.0097435676,
0.02175,-0.0060311421,
0.022,0.0167324953,
0.02225,0.0048364769,
0.0225,-0.0075559160,
0.02275,0.0026091984,
0.023,0.0051503391,
0.02325,0.0026434180,
0.0235,0.0013999704,
0.02375,-0.0021585836,
0.024,0.0092912409,
0.02425,0.0083292639,
0.0245,-0.0060400139,
0.02475,0.0023231478,
0.025,0.0089560319,
0.02525,0.0047978014,
0.0255,0.0120110363,
0.02575,0.0055109207,
0.026,0.0046965699,
0.02625,0.0118802749,
0.0265,0.0028119991,
0.02675,0.0003782317,
0.027,0.0008823107,
0.02725,0.0049299048,
0.0275,0.0075141750,
0.02775,0.0012201188,
0.028,-0.0007901670,
0.02825,0.0049262578,
0.0285,0.0070357858,
0.02875,0.0008943005,
0.029,-0.0042008567,
0.02925,0.0098918099,
0.0295,0.0133060124,
0.02975,0.0043553705,
0.03,-0.0093320739,
0.03025,0.0042381100,
0.0305,0.0102048181,
0.03075,0.0012821272,
0.031,0.0000448582,
0.03125,-0.0005519501,
0.0315,0.0096847871,
0.03175,0.0002624220,
0.032,-0.0074550631,
0.03225,0.0044492520,
0.0325,0.0071183876,
0.03275,0.0015294423,
0.033,0.0009077374,
0.03325,0.0012553080,
0.0335,0.0017829494,
0.03375,0.0052890880,
0.034,0.0008446048,
0.03425,-0.0000559845,
0.0345,0.0055611813,
0.03475,0.0022621520,
0.035,0.0098540746,
0.03525,0.0008785431,
0.0355,0.0024284669,
0.03575,0.0112929661,
0.036,0.0032578956,
0.03625,0.0000319049,
0.0365,0.0022083616,
0.03675,0.0075129177,
0.037,0.0099779312,
0.03725,0.0041517019,
0.0375,-0.0018594495,
0.03775,0.0121106990,
0.038,0.0076751965,
0.03825,-0.0028752079,
0.0385,-0.0007049497,
0.03875,0.0074345600,
0.039,0.0088362498,
0.03925,-0.0018466172,
0.0395,-0.0083862506,
0.03975,0.0003988182,
0.04,0.0046656686,
0.04025,-0.0012245501,
0.0405,-0.0023301584,
0.04075,0.0008654849,
0.041,0.0051758140,
0.04125,-0.0017473130,
0.0415,-0.0089454176,
0.04175,-0.0012043611,
0.042,0.0001248264,
0.04225,0.0005239416,
0.0425,-0.0011397139,
0.04275,-0.0073206900,
0.043,-0.0029038074,
0.04325,0.0037896917,
0.0435,-0.0040762136,
0.04375,-0.0074227382,
0.044,0.0008809351,
0.04425,-0.0030872112,
0.0445,-0.0022195410,
0.04475,-0.0081375819,
0.045,-0.0058974884,
0.04525,0.0082680844,
0.0455,-0.0011210655,
0.04575,-0.0080379210,
0.046,-0.0017925473,
0.04625,0.0083114756,
0.0465,0.0016095220,
0.04675,-0.0095619746,
0.047,-0.0037184928,
0.04725,0.0087085953,
0.0475,0.0010967486,
0.04775,-0.0072614751,
0.048,-0.0038732707,
0.04825,0.0047473735,
0.0485,0.0030247932,
0.04875,-0.0021447698,
0.049,-0.0026944836,
0.04925,0.0101184929,
0.0495,0.0052763172,
0.04975,-0.0028179204,
0.05,0.0055772932,
0.05025,-0.0001512040,
0.0505,0.0042515835,
0.05075,0.0049805739,
0.051,-0.0020279458,
0.05125,0.0006201543,
0.0515,-0.0000693817,
0.05175,0.0026746255,
0.052,0.0000951179,
0.05225,-0.0021237705,
0.0525,0.0006012871,
0.05275,0.0104134008,
0.053,0.0011506678,
0.05325,-0.0091233449,
0.0535,0.0042415941,
0.05375,0.0010900389,
0.054,-0.0041400059,
0.05425,-0.0054479553,
0.0545,0.0027935901,
0.05475,0.0104978289,
0.055,-0.0034149634,
0.05525,-0.0136778029,
0.0555,0.0019441923,
0.05575,0.0077610146,
0.056,-0.0071360143,
0.05625,-0.0024974230,
0.0565,-0.0000466781,
0.05675,0.0008707409,
0.057,-0.0002969828,
0.05725,-0.0113565791,
0.0575,-0.0015405526,
0.05775,0.0046585556,
0.058,-0.0047091311,
0.05825,-0.0037691421,
0.0585,-0.0041823280,
0.05875,-0.0020283207,
0.059,-0.0016078763,
0.05925,-0.0035987899,
0.0595,-0.0094238510,
0.05975,-0.0078705596,
0.06,0.0037197510,
0.06025,-0.0048217596,
0.0605,-0.0033278419,
0.06075,-0.0036047667,
0.061,-0.0038450093,
0.06125,-0.0015145906,
0.0615,-0.0117628761,
0.06175,-0.0034470852,
0.062,0.0038897973,
0.06225,0.0014894224,
0.0625,-0.0113711962,
0.06275,-0.0089960210,
0.063,0.0044209925,
0.06325,0.0038435797,
0.0635,-0.0038668937,
0.06375,-0.0012409468,
0.064,0.0107068103,
0.06425,0.0020710044,
0.0645,-0.0062712892,
0.06475,-0.0062397178,
0.065,0.0031356248,
0.06525,0.0012850421,
0.0655,-0.0036495104,
0.06575,-0.0008581801,
0.066,0.0023391568,
0.06625,0.0054073003,
0.0665,-0.0031203576,
0.06675,-0.0001973224,
0.067,0.0029277839,
0.06725,0.0018626633,
0.0675,0.0025125667,
0.06775,-0.0008991175,
0.068,-0.0024008462,
0.06825,0.0002106044,
0.0685,0.0061335093,
0.06875,-0.0024023205,
0.069,-0.0017073858,
0.06925,0.0025310889,
0.0695,-0.0020298546,
0.06975,0.0022878284,
0.07,-0.0059016072,
0.07025,-0.0034624534,
0.0705,0.0060080793,
0.07075,-0.0012150619,
0.071,-0.0051679565,
0.07125,0.0042432994,
0.0715,0.0060084127,
0.07175,0.0038139978,
0.072,-0.0027687703,
0.07225,-0.0023017423,
0.0725,0.0081667928,
0.07275,0.0025190772,
0.073,-0.0059090699,
0.07325,0.0021675341,
0.0735,0.0044412822,
0.07375,-0.0001924491,
0.074,-0.0008662316,
0.07425,-0.0039603622,
0.0745,0.0057438649,
0.07475,0.0020964323,
0.075,-0.0073661152,
0.07525,-0.0021305322,
0.0755,-0.0018766536,
0.07575,0.0016126368,
0.076,0.0016423013,
0.07625,-0.0039027473,
0.0765,-0.0010212407,
0.07675,0.0012595562,
0.077,-0.0000635592,
0.07725,-0.0035273251,
0.0775,-0.0009608615,
0.07775,0.0014086486,
0.078,0.0026829494,
0.07825,-0.0054318793,
0.0785,-0.0083614402,
0.07875,0.0010987094,
0.079,0.0076276595,
0.07925,-0.0023740444,
0.0795,-0.0046706786,
0.07975,0.0067133522,
0.08,0.0063424921,
0.08025,-0.0074081081,
0.0805,-0.0063812248,
0.08075,0.0118365837,
0.081,0.0074498290,
0.08125,-0.0003017547,
0.0815,-0.0058235591,
0.08175,0.0033398303,
0.082,0.0063536414,
0.08225,-0.0065121455,
0.0825,0.0029726028,
0.08275,0.0107150627,
0.083,0.0066944370,
0.08325,0.0077177025,
0.0835,0.0055258139,
0.08375,0.0065573044,
0.084,0.0066004246,
0.08425,0.0054332404,
0.0845,0.0079455450,
0.08475,0.0038366427,
0.085,0.0022531901,
0.08525,0.0093816444,
0.0855,0.0053562294,
0.08575,-0.0009599139,
0.086,0.0029240039,
0.08625,0.0077976468,
0.0865,0.0052289944,
0.08675,0.0004006008,
0.087,0.0039064628,
0.08725,0.0122926906,
0.0875,0.0054094126,
0.08775,-0.0077801221,
0.088,0.0019901237,
0.08825,0.0063267229,
0.0885,0.0038660904,
0.08875,-0.0016745145,
0.089,-0.0013251904,
0.08925,0.0067018298,
0.0895,-0.0017574733,
0.08975,-0.0111504961,
0.09,-0.0041271197,
0.09025,0.0005009257,
0.0905,-0.0041694948,
0.09075,-0.0030553173,
0.091,-0.0049247402,
0.09125,-0.0000537086,
0.0915,0.0006198626,
0.09175,-0.0067308615,
0.092,-0.0046282685,
0.09225,0.0018749645,
0.0925,0.0014985517,
0.09275,0.0020789288,
0.093,-0.0057766126,
0.09325,-0.0048102112,
0.0935,0.0020464973,
0.09375,-0.0003364112,
0.094,-0.0011116645,
0.09425,0.0008019356,
0.0945,0.0032480545,
0.09475,0.0016171974,
0.095,-0.0064246613,
0.09525,-0.0049213837,
0.0955,0.0060813408,
0.09575,0.0080729742,
0.096,-0.0017972316,
0.09625,-0.0058815512,
0.0965,0.0035696093,
0.09675,0.0086474959,
0.097,0.0023308415,
0.09725,0.0017287798,
0.0975,0.0061776228,
0.09775,0.0038339603,
0.098,-0.0002362880,
0.09825,-0.0087083755,
0.0985,0.0037142206,
0.09875,0.0100721801,
0.099,-0.0013967206,
0.09925,0.0008384687,
0.0995,-0.0001452996,
0.09975,0.0023052972,
0.1,0.0039898567,
0.10025,-0.0036510115,
0.1005,0.0001004624,
0.10075,-0.0004218625,
0.101,-0.0008656264,
0.10125,-0.0042846743,
0.1015,-0.0089957546,
0.10175,-0.0052985847,
0.102,-0.0004218448,
0.10225,0.0007753972,
0.1025,-0.0026053409,
0.10275,0.0030008662,
0.103,-0.0020511197,
0.10325,-0.0036880062,
0.1035,-0.0052457913,
0.10375,-0.0096009895,
0.104,0.0003961912,
0.10425,0.0024059801,
0.1045,-0.0118170995,
0.10475,-0.0070072063,
0.105,-0.0022198427,
0.10525,-0.0032479558,
0.1055,-0.0005287469,
0.10575,-0.0061306083,
0.106,0.0017522126,
0.10625,0.0059448052,
0.1065,-0.0116048558,
0.10675,-0.0106385369,
0.107,-0.0000148543,
0.10725,-0.0009954004,
0.1075,-0.0067238780,
0.10775,-0.0065787369,
0.108,-0.0030553755,
0.10825,-0.0014196101,
0.1085,-0.0072328402,
