Date,2020-12-23 09:18:45
Filename,STFMK-20201105-LW19-2373_20201223_091845_004.dat
Data Label,베어링불량
Label_No,01
Motor Spec,L-SF-04, 1760,2.2, 4.7,
Period,3SEC
Sample Rate,4000
RMS,0.007036,
Data Length,12000,
0,-0.0076196017,
0.00025,-0.0033277078,
0.0005,-0.0046093999,
0.00075,-0.0047630072,
0.001,-0.0083264280,
0.00125,-0.0099476483,
0.0015,-0.0078772716,
0.00175,-0.0096754935,
0.002,-0.0122292060,
0.00225,-0.0060276692,
0.0025,-0.0018702174,
0.00275,-0.0012177925,
0.003,-0.0051228581,
0.00325,-0.0050504096,
0.0035,0.0024348178,
0.00375,0.0026587369,
0.004,-0.0048032040,
0.00425,-0.0032289620,
0.0045,0.0019507819,
0.00475,0.0006402888,
0.005,-0.0071773203,
0.00525,-0.0067957682,
0.0055,-0.0000954768,
0.00575,0.0021248439,
0.006,-0.0067617861,
0.00625,-0.0066381395,
0.0065,-0.0012935281,
0.00675,-0.0010119680,
0.007,-0.0043979422,
0.00725,-0.0071608387,
0.0075,-0.0016219234,
0.00775,0.0006593596,
0.008,-0.0010110817,
0.00825,-0.0060424348,
0.0085,-0.0016201689,
0.00875,0.0026321206,
0.009,0.0043505640,
0.00925,0.0023457115,
0.0095,-0.0002836104,
0.00975,0.0050434568,
0.01,0.0047978461,
0.01025,-0.0002131507,
0.0105,-0.0046524587,
0.01075,0.0004647376,
0.011,0.0022869888,
0.01125,-0.0029976512,
0.0115,-0.0078879679,
0.01175,-0.0074405498,
0.012,-0.0001431789,
0.01225,-0.0021324672,
0.0125,-0.0063300896,
0.01275,0.0022047190,
0.013,0.0064881137,
0.01325,0.0046509807,
0.0135,-0.0020743122,
0.01375,0.0007157952,
0.014,0.0067189145,
0.01425,0.0044596558,
0.0145,-0.0021241321,
0.01475,-0.0017563753,
0.015,0.0041170656,
0.01525,0.0033527431,
0.0155,-0.0025001951,
0.01575,0.0029124115,
0.016,0.0060542668,
0.01625,0.0094348500,
0.0165,0.0028590343,
0.01675,0.0010907892,
0.017,0.0071861227,
0.01725,0.0096675334,
0.0175,0.0084233740,
0.01775,0.0030914741,
0.018,0.0025122378,
