Date,2020-11-28 09:18:30
Filename,STFMK-20201105-LW19-1943_20201128_091830_004.dat
Data Label,벨트느슨함
Label_No,04
Motor Spec,R-PAHU-04S, 1760,55, 105.3,
Period,3SEC
Sample Rate,4000
RMS,0.010130,
Data Length,12000,
0,0.0010457817,
0.00025,-0.0209666770,
0.0005,0.0033138301,
0.00075,-0.0099504013,
0.001,-0.0034973398,
0.00125,-0.0187250320,
0.0015,-0.0139353704,
0.00175,-0.0057813535,
0.002,-0.0083065033,
0.00225,0.0018435724,
0.0025,0.0072084283,
0.00275,0.0089343823,
0.003,-0.0058878791,
0.00325,0.0044553885,
0.0035,0.0085421065,
0.00375,-0.0031529651,
0.004,-0.0042033335,
0.00425,0.0033603692,
0.0045,0.0035214096,
0.00475,-0.0085813971,
0.005,-0.0091096442,
0.00525,0.0085369479,
0.0055,-0.0078450078,
0.00575,-0.0070719416,
0.006,-0.0044191941,
0.00625,-0.0220064297,
0.0065,-0.0335134231,
0.00675,-0.0177113134,
0.007,-0.0054898607,
0.00725,0.0076718819,
0.0075,0.0015010173,
0.00775,0.0103372261,
0.008,0.0067120888,
0.00825,-0.0012275435,
0.0085,0.0190380383,
0.00875,0.0142547535,
0.009,0.0072046365,
0.00925,-0.0023877113,
0.0095,0.0052765412,
0.00975,0.0111065321,
0.01,-0.0022585804,
0.01025,-0.0134424949,
0.0105,0.0037669740,
0.01075,0.0127804885,
0.011,-0.0063740858,
0.01125,-0.0131790908,
0.0115,0.0057490100,
0.01175,0.0075846636,
0.012,-0.0023579383,
0.01225,-0.0056757894,
0.0125,0.0195123646,
0.01275,0.0083015617,
0.013,-0.0034359223,
0.01325,0.0128306961,
0.0135,0.0077424971,
0.01375,-0.0055714161,
0.014,0.0086696502,
0.01425,0.0181389507,
0.0145,0.0035528149,
0.01475,-0.0099191051,
0.015,-0.0064519085,
0.01525,0.0002696565,
0.0155,-0.0028339934,
0.01575,-0.0072417785,
0.016,-0.0102629131,
0.01625,0.0086251041,
0.0165,-0.0051034852,
0.01675,-0.0189954583,
0.017,-0.0079821013,
0.01725,-0.0016107420,
0.0175,-0.0016855862,
0.01775,0.0138339670,
0.018,0.0018516621,
0.01825,0.0089681046,
0.0185,0.0092173824,
0.01875,0.0120617440,
0.019,0.0046294504,
0.01925,-0.0159669034,
0.0195,0.0140047334,
0.01975,-0.0025225915,
0.02,-0.0128621934,
0.02025,0.0051499619,
0.0205,0.0085453466,
0.02075,0.0006885923,
0.021,-0.0209649634,
0.02125,-0.0032113388,
0.0215,-0.0004415092,
0.02175,0.0001584193,
0.022,-0.0072103189,
0.02225,0.0052175717,
0.0225,0.0006271283,
0.02275,0.0051650172,
0.023,-0.0079250671,
0.02325,0.0110386945,
0.0235,-0.0000459023,
0.02375,-0.0068285130,
0.024,-0.0006013730,
0.02425,0.0052107633,
0.0245,-0.0055258861,
0.02475,-0.0081298277,
0.025,-0.0078582708,
0.02525,-0.0042176996,
0.0255,-0.0179847311,
0.02575,-0.0100747729,
0.026,-0.0131552471,
0.02625,-0.0165475570,
0.0265,-0.0193010438,
0.02675,-0.0095182927,
0.027,0.0062409826,
0.02725,-0.0088768294,
0.0275,-0.0016370190,
0.02775,0.0129797496,
0.028,0.0040803812,
0.02825,0.0107590184,
0.0285,0.0106691485,
0.02875,0.0045341551,
0.029,-0.0005639984,
0.02925,0.0016516256,
0.0295,-0.0009845486,
0.02975,-0.0084413411,
0.03,-0.0131548252,
0.03025,-0.0085105430,
0.0305,0.0038096104,
0.03075,-0.0032009787,
0.031,-0.0183627196,
0.03125,-0.0003105138,
0.0315,0.0171964001,
0.03175,-0.0011730964,
0.032,-0.0061444510,
0.03225,0.0178659316,
0.0325,0.0072288625,
0.03275,-0.0077460585,
0.033,0.0043773623,
0.03325,0.0123113729,
0.0335,-0.0010503216,
0.03375,-0.0068403939,
0.034,0.0133172199,
0.03425,0.0033765999,
0.0345,-0.0266223215,
0.03475,-0.0032184043,
0.035,0.0191920120,
0.03525,-0.0051714042,
0.0355,-0.0177419763,
0.03575,0.0032686335,
0.036,0.0027971037,
0.03625,-0.0127522470,
0.0365,-0.0198196080,
0.03675,0.0045919032,
0.037,-0.0083050579,
0.03725,0.0016386041,
0.0375,0.0107264761,
0.03775,0.0060251588,
0.038,0.0064364146,
0.03825,0.0094494903,
0.0385,0.0148436250,
0.03875,0.0046312138,
0.039,-0.0045499876,
0.03925,0.0119908545,
0.0395,-0.0055581708,
0.03975,0.0011931419,
0.04,0.0006898295,
0.04025,0.0065937527,
0.0405,-0.0024093552,
0.04075,-0.0111014256,
0.041,-0.0029994939,
0.04125,0.0100407368,
0.0415,0.0121257976,
0.04175,-0.0022750869,
0.042,0.0035952986,
0.04225,0.0155664999,
0.0425,0.0052962899,
0.04275,0.0008331051,
0.043,0.0168226250,
0.04325,0.0103578474,
0.0435,0.0043958575,
0.04375,0.0031191565,
0.044,0.0186907277,
0.04425,0.0019509180,
0.0445,-0.0027524191,
0.04475,0.0094637219,
0.045,0.0038238056,
0.04525,-0.0063669425,
0.0455,0.0031838021,
0.04575,-0.0009533418,
0.046,-0.0031368090,
0.04625,-0.0208781436,
0.0465,0.0065207789,
0.04675,0.0082842223,
0.047,0.0007464568,
0.04725,0.0065152002,
0.0475,0.0167481154,
0.04775,0.0059757484,
0.048,0.0111126434,
0.04825,0.0077046924,
0.0485,0.0108368769,
0.04875,0.0073064025,
0.049,0.0028830871,
0.04925,0.0092947306,
0.0495,0.0032204951,
0.04975,-0.0017592222,
0.05,0.0034313984,
0.05025,0.0138117978,
0.0505,0.0025315834,
0.05075,-0.0058818883,
0.051,0.0097906357,
0.05125,0.0183381755,
0.0515,-0.0019165402,
0.05175,0.0042443122,
0.052,0.0175293982,
0.05225,0.0163779184,
0.0525,0.0001157955,
0.05275,0.0097465618,
0.053,0.0255425125,
0.05325,0.0072390679,
0.0535,0.0069649797,
0.05375,0.0123126348,
0.054,0.0050644921,
0.05425,-0.0072937664,
0.0545,0.0033264558,
0.05475,0.0243139751,
0.055,-0.0002651971,
0.05525,-0.0059536714,
0.0555,-0.0000406868,
0.05575,-0.0029426508,
0.056,-0.0104862442,
0.05625,-0.0084458645,
0.0565,0.0073727970,
0.05675,0.0164370444,
0.057,0.0016980210,
0.05725,0.0030222177,
0.0575,0.0201384388,
0.05775,0.0058380822,
0.058,0.0034398434,
0.05825,0.0152607961,
0.0585,0.0031675282,
0.05875,-0.0021587468,
0.059,0.0079959920,
0.05925,0.0000362956,
0.0595,-0.0002614565,
0.05975,-0.0065695029,
0.06,0.0142370109,
0.06025,0.0027972143,
0.0605,-0.0056060487,
0.06075,-0.0042738696,
0.061,0.0162370484,
0.06125,0.0073803971,
0.0615,0.0037433296,
0.06175,0.0137542645,
0.062,0.0158558115,
0.06225,-0.0055960128,
0.0625,0.0102864522,
0.06275,0.0071606934,
0.063,0.0124517586,
0.06325,0.0059467591,
0.0635,-0.0016646341,
0.06375,0.0094535248,
0.064,0.0020367545,
0.06425,-0.0079208128,
0.0645,0.0095797768,
0.06475,-0.0041211634,
0.065,-0.0029849340,
0.06525,-0.0086226426,
0.0655,-0.0081867119,
0.06575,-0.0047939224,
0.066,-0.0186552815,
0.06625,0.0040317881,
0.0665,0.0020747662,
0.06675,0.0064800140,
0.067,0.0029970028,
0.06725,0.0160844568,
0.0675,-0.0010412299,
0.06775,0.0059600663,
0.068,-0.0049172291,
0.06825,0.0094837425,
0.0685,0.0004696937,
0.06875,-0.0014648540,
0.069,0.0065372242,
0.06925,0.0106341746,
0.0695,0.0006362610,
0.06975,0.0071629575,
0.07,0.0038868536,
0.07025,0.0017372054,
0.0705,-0.0050547305,
0.07075,-0.0013746433,
0.071,0.0143248346,
0.07125,0.0076412950,
0.0715,-0.0007992007,
0.07175,0.0140487570,
0.072,0.0165187959,
0.07225,-0.0008234177,
0.0725,0.0005947456,
0.07275,0.0271740016,
0.073,0.0090179546,
0.07325,-0.0021351557,
0.0735,0.0141650885,
0.07375,-0.0024251575,
0.074,-0.0157643147,
0.07425,-0.0016351889,
0.0745,0.0128452582,
0.07475,0.0018364073,
0.075,-0.0163544826,
0.07525,-0.0046390803,
0.0755,0.0032964677,
0.07575,-0.0145007586,
0.076,-0.0125683621,
0.07625,0.0123968022,
0.0765,0.0077213943,
0.07675,-0.0092902752,
0.077,0.0131057845,
0.07725,0.0096329208,
0.0775,0.0028431250,
0.07775,-0.0026632517,
0.078,0.0130037591,
0.07825,-0.0078882733,
0.0785,0.0031813050,
0.07875,0.0053945971,
0.079,-0.0028130417,
0.07925,0.0039841402,
0.0795,-0.0026588021,
0.07975,0.0092466716,
0.08,0.0017357911,
0.08025,-0.0037654308,
0.0805,-0.0029481151,
0.08075,0.0057396595,
0.081,0.0091325194,
0.08125,0.0114587583,
0.0815,0.0068935240,
0.08175,0.0201683510,
0.082,0.0079647936,
0.08225,0.0011416029,
0.0825,0.0082113715,
0.08275,0.0161974300,
0.083,0.0064182333,
0.08325,-0.0021279221,
0.0835,0.0034271132,
0.08375,0.0035474892,
0.084,-0.0021646158,
0.08425,0.0026862440,
0.0845,-0.0045539713,
0.08475,-0.0052976259,
0.085,-0.0079605356,
0.08525,0.0025682894,
0.0855,-0.0225746818,
0.08575,-0.0067166449,
0.086,0.0041284282,
0.08625,0.0231411532,
0.0865,0.0104649933,
0.08675,0.0085049486,
0.087,0.0033229010,
0.08725,0.0070127547,
0.0875,-0.0014243344,
0.08775,0.0027869632,
0.088,0.0039322255,
0.08825,0.0063243713,
0.0885,0.0059081223,
0.08875,0.0061355727,
0.089,0.0113842441,
0.08925,-0.0042424439,
0.0895,0.0020600082,
0.08975,-0.0040384107,
0.09,0.0110021094,
0.09025,-0.0055401209,
0.0905,-0.0046323165,
0.09075,0.0157687925,
0.091,-0.0015681871,
0.09125,0.0030814642,
0.0915,0.0142679317,
0.09175,0.0131553747,
0.092,0.0072305207,
0.09225,0.0014581599,
0.0925,0.0208890419,
0.09275,0.0072402488,
0.093,0.0071769375,
0.09325,0.0047921631,
0.0935,-0.0211233906,
0.09375,-0.0027842631,
0.094,0.0101836389,
0.09425,0.0055383109,
0.0945,0.0012604981,
0.09475,-0.0043049515,
0.095,0.0027277069,
0.09525,0.0008712002,
0.0955,-0.0113658281,
0.09575,-0.0091291331,
0.096,0.0096718175,
0.09625,0.0004755834,
0.0965,-0.0046285354,
0.09675,0.0041111009,
0.097,0.0103418939,
0.09725,0.0002466238,
0.0975,-0.0098872669,
0.09775,0.0015657883,
0.098,-0.0021579305,
0.09825,-0.0014650000,
0.0985,-0.0199949443,
0.09875,-0.0077712005,
0.099,-0.0043534972,
0.09925,-0.0050724060,
0.0995,-0.0088437721,
0.09975,0.0025886369,
0.1,-0.0146783944,
0.10025,-0.0150224622,
0.1005,0.0047352049,
0.10075,-0.0008788448,
0.101,0.0025869147,
0.10125,0.0010236505,
0.1015,0.0022739435,
0.10175,0.0042281724,
0.102,-0.0091769705,
0.10225,-0.0024645641,
0.1025,0.0047646477,
0.10275,-0.0030179217,
0.103,-0.0062975376,
0.10325,-0.0209398549,
0.1035,-0.0077742161,
0.10375,-0.0022704767,
0.104,-0.0180759132,
0.10425,-0.0045362497,
0.1045,-0.0038865781,
0.10475,-0.0108285993,
0.105,-0.0169114377,
0.10525,-0.0300928969,
0.1055,-0.0058150794,
0.10575,-0.0073447777,
0.106,0.0107037891,
0.10625,0.0045604301,
0.1065,-0.0030710073,
0.10675,-0.0101551916,
0.107,-0.0028382128,
0.10725,-0.0120780906,
0.1075,-0.0075913547,
0.10775,-0.0056254007,
0.108,-0.0038635884,
0.10825,-0.0163249876,
0.1085,-0.0033859094,
0.10875,-0.0218097102,
0.109,-0.0252420790,
0.10925,-0.0086498344,
0.1095,-0.0103179840,
0.10975,-0.0033059944,
0.11,-0.0108473673,
0.11025,-0.0164974965,
0.1105,-0.0090196850,
0.11075,-0.0053234566,
0.111,-0.0123522524,
0.11125,-0.0074064080,
0.1115,0.0077808094,
0.11175,-0.0068571996,
0.112,-0.0146288136,
0.11225,0.0051169759,
0.1125,0.0066616344,
0.11275,0.0003017612,
0.113,-0.0203774720,
0.11325,-0.0163997486,
0.1135,-0.0042439667,
0.11375,-0.0105743837,
0.114,-0.0005933428,
0.11425,-0.0071213813,
0.1145,-0.0142745217,
0.11475,-0.0130796200,
0.115,-0.0151323043,
0.11525,-0.0202461928,
0.1155,-0.0262658484,
0.11575,0.0035779402,
0.116,-0.0072744722,
0.11625,-0.0084908791,
0.1165,-0.0107144210,
0.11675,0.0006895384,
0.117,-0.0174861550,
0.11725,-0.0091854976,
0.1175,-0.0097639514,
0.11775,-0.0032060256,
0.118,-0.0111534270,
0.11825,-0.0134432586,
0.1185,-0.0083362209,
0.11875,-0.0096933041,
0.119,-0.0074220700,
0.11925,-0.0190356541,
0.1195,-0.0004885756,
0.11975,-0.0140931541,
0.12,-0.0083169425,
0.12025,-0.0095788818,
0.1205,0.0016785590,
0.12075,0.0035076241,
0.121,-0.0020444568,
0.12125,0.0024328576,
0.1215,0.0061603449,
0.12175,-0.0064469054,
0.122,-0.0020393110,
0.12225,0.0098485863,
0.1225,0.0054941471,
0.12275,-0.0042408612,
0.123,-0.0101150470,
0.12325,0.0001517175,
0.1235,-0.0020396477,
0.12375,-0.0155683476,
0.124,0.0124419238,
0.12425,-0.0057750731,
0.1245,-0.0036382438,
0.12475,-0.0295879114,
0.125,-0.0095226597,
0.12525,-0.0058291336,
