Date,2021-02-02 09:16:21
Filename,STFCB-20200928-0105-0105_20210202_091504_002.dat
Data Label,회전체불평형
Label No,02
Motor Spec,L-PAHU-03S,1760,55,105.3,
Period,1SEC
Sample Rate,2000
RMS,61.23509,61.21357,60.76223,
Data Length,2000,
0,53.9326171875,36.115234375,-81.6396484375,
0.0005,46.4052734375,45.4443359375,-81.6396484375,
0.001,25.5849609375,56.53515625,-81.3193359375,
0.0015,25.1044921875,61.2197265625,-81.6396484375,
0.002,-3.603515625,79.1171875,-74.8330078125,
0.0025,-4.7646484375,81.4794921875,-76.875,
0.003,-26.7861328125,81.4794921875,-62.78125,
0.0035,-34.6337890625,81.4794921875,-53.0517578125,
0.004,-43.72265625,81.4794921875,-44.283203125,
0.0045,-55.8544921875,81.4794921875,-24.34375,
0.005,-59.09765625,81.4794921875,-24.82421875,
0.0055,-75.9140625,79.9580078125,3.0029296875,
0.006,-75.0732421875,78.31640625,3.9638671875,
0.0065,-81.6396484375,63.421875,25.384765625,
0.007,-81.6396484375,55.2138671875,34.033203125,
0.0075,-81.6396484375,47.646484375,44.763671875,
0.008,-81.6396484375,29.1083984375,58.2568359375,
0.0085,-81.6396484375,28.427734375,59.6982421875,
0.009,-76.71484375,1.4013671875,74.9130859375,
0.0095,-76.6748046875,-0.7607421875,74.9130859375,
0.01,-65.34375,-23.6630859375,81.51953125,
0.0105,-59.8984375,-32.3515625,81.51953125,
0.011,-51.330078125,-43.2021484375,81.51953125,
0.0115,-33.3525390625,-54.93359375,81.51953125,
0.012,-31.791015625,-56.2548828125,81.51953125,
0.0125,-4.8447265625,-71.189453125,75.3134765625,
0.013,-4.1240234375,-73.3515625,77.275390625,
0.0135,19.619140625,-81.6396484375,65.583984375,
0.014,27.0263671875,-81.599609375,58.4970703125,
0.0145,38.357421875,-81.599609375,48.287109375,
0.015,51.2900390625,-81.6396484375,29.46875,
0.0155,53.2919921875,-81.6396484375,28.908203125,
0.016,72.5107421875,-77.99609375,1.8017578125,
0.0165,76.07421875,-81.3994140625,1.6416015625,
0.017,81.4794921875,-69.267578125,-22.3017578125,
0.0175,81.4794921875,-62.78125,-27.626953125,
0.018,81.4794921875,-52.37109375,-39.8388671875,
0.0185,81.4794921875,-37.31640625,-52.53125,
0.019,81.4794921875,-36.8359375,-56.294921875,
0.0195,81.4794921875,-11.931640625,-72.0703125,
0.02,81.4794921875,-11.05078125,-71.7900390625,
0.0205,70.5888671875,13.4931640625,-81.6396484375,
0.021,65.6640625,19.0986328125,-81.6396484375,
0.0215,55.654296875,34.59375,-81.6396484375,
0.022,40.279296875,48.52734375,-81.599609375,
0.0225,38.037109375,52.451171875,-81.6396484375,
0.023,10.6904296875,67.2255859375,-76.875,
0.0235,10.7705078125,68.1865234375,-78.236328125,
0.024,-16.2158203125,81.51953125,-65.8642578125,
0.0245,-20.6201171875,81.3994140625,-64.1025390625,
0.025,-36.8359375,81.3994140625,-53.0517578125,
0.0255,-48.4072265625,81.3994140625,-38.3974609375,
0.026,-52.05078125,81.4794921875,-35.39453125,
0.0265,-66.5849609375,81.5595703125,-9.8896484375,
0.027,-70.46875,81.4794921875,-10.6904296875,
0.0275,-81.6396484375,77.275390625,16.49609375,
0.028,-81.6396484375,73.3115234375,19.3388671875,
0.0285,-81.6396484375,59.2978515625,35.5546875,
0.029,-81.6396484375,45.083984375,46.765625,
0.0295,-81.6396484375,40.599609375,52.2109375,
0.03,-81.6396484375,16.095703125,67.2255859375,
0.0305,-81.6396484375,15.6953125,70.7890625,
0.031,-73.5517578125,-11.53125,81.51953125,
0.0315,-69.7080078125,-14.494140625,80.87890625,
0.032,-57.015625,-32.2314453125,81.51953125,
0.0325,-44.8037109375,-43.642578125,81.4794921875,
0.033,-41.720703125,-51.5302734375,81.4794921875,
0.0335,-19.1787109375,-64.462890625,81.4794921875,
0.034,-19.0986328125,-66.2646484375,81.51953125,
0.0345,8.087890625,-79.3974609375,70.1484375,
0.035,11.2509765625,-80.638671875,68.6669921875,
0.0355,30.5498046875,-81.599609375,57.3359375,
0.036,43.3623046875,-81.599609375,46.365234375,
0.0365,49.96875,-81.599609375,40.5595703125,
0.037,62.6611328125,-81.6396484375,16.7763671875,
0.0375,64.6630859375,-81.6396484375,16.2158203125,
0.038,80.9990234375,-74.2724609375,-11.4912109375,
0.0385,81.4794921875,-74.072265625,-13.61328125,
0.039,81.439453125,-62.140625,-32.9521484375,
0.0395,81.4794921875,-50.44921875,-42.1611328125,
0.04,81.4794921875,-43.4423828125,-48.3271484375,
0.0405,81.4794921875,-22.3818359375,-60.1787109375,
0.041,81.4794921875,-22.3017578125,-64.22265625,
0.0415,78.3564453125,4.00390625,-81.4794921875,
0.042,76.794921875,6.7265625,-81.5595703125,
0.0425,63.9423828125,25.865234375,-81.6396484375,
0.043,53.5322265625,37.15625,-81.599609375,
0.0435,46.8056640625,46.2451171875,-81.6396484375,
0.044,26.3056640625,59.5380859375,-81.6396484375,
0.0445,25.14453125,64.142578125,-81.6396484375,
0.045,-2.3623046875,79.1572265625,-76.71484375,
0.0455,-4.64453125,78.8369140625,-73.83203125,
0.046,-26.025390625,81.51953125,-60.8994140625,
0.0465,-35.6748046875,81.4794921875,-52.0107421875,
0.047,-45.64453125,81.4794921875,-44.203125,
0.0475,-57.2958984375,81.51953125,-24.3837890625,
0.048,-57.9365234375,81.4794921875,-23.4228515625,
0.0485,-72.6708984375,74.873046875,4.1240234375,
0.049,-74.1123046875,75.8740234375,5.044921875,
0.0495,-81.6396484375,64.86328125,27.546875,
0.05,-81.6396484375,57.65625,36.2353515625,
0.0505,-81.6396484375,49.16796875,46.60546875,
0.051,-81.6396484375,29.30859375,57.7763671875,
0.0515,-81.6396484375,27.626953125,61.0595703125,
0.052,-79.4375,0.2802734375,78.5166015625,
0.0525,-81.6396484375,-1.0009765625,80.71875,
0.053,-69.3876953125,-24.0634765625,81.4794921875,
0.0535,-61.5400390625,-30.75,81.4794921875,
0.054,-51.1298828125,-41.6806640625,81.4794921875,
0.0545,-32.912109375,-53.4521484375,81.51953125,
0.055,-32.671875,-57.896484375,81.51953125,
0.0555,-5.4853515625,-73.912109375,79.037109375,
0.056,-5.525390625,-73.751953125,79.1572265625,
0.0565,18.337890625,-81.6396484375,63.3818359375,
0.057,24.6640625,-81.6396484375,57.255859375,
0.0575,38.7978515625,-81.599609375,47.88671875,
0.058,52.5712890625,-81.6396484375,30.91015625,
0.0585,56.1748046875,-81.599609375,30.6298828125,
0.059,71.9501953125,-78.95703125,2.72265625,
0.0595,72.87109375,-80.71875,3.5234375,
0.06,81.4794921875,-68.2265625,-22.3818359375,
0.0605,81.4794921875,-65.0634765625,-27.466796875,
0.061,81.439453125,-54.8134765625,-41.400390625,
0.0615,81.4794921875,-38.677734375,-52.4912109375,
0.062,81.4794921875,-36.7958984375,-53.8125,
0.0625,79.2373046875,-10.970703125,-67.7060546875,
0.063,81.4794921875,-11.05078125,-70.1484375,
0.0635,71.26953125,14.333984375,-81.6396484375,
0.064,66.78515625,19.8994140625,-81.6396484375,
0.0645,55.0537109375,33.9931640625,-81.6396484375,
0.065,38.357421875,47.0859375,-81.6396484375,
0.0655,36.115234375,51.25,-81.6396484375,
0.066,10.6904296875,67.10546875,-76.71484375,
0.0665,10.970703125,71.7099609375,-81.6396484375,
0.067,-15.2548828125,81.51953125,-68.9072265625,
0.0675,-19.4990234375,81.4794921875,-64.5029296875,
0.068,-34.8740234375,81.4794921875,-52.5712890625,
0.0685,-48.0869140625,81.4794921875,-38.4375,
0.069,-52.9716796875,81.4794921875,-36.755859375,
0.0695,-68.9072265625,81.4794921875,-11.8115234375,
0.07,-69.0673828125,81.51953125,-11.8115234375,
0.0705,-80.478515625,73.83203125,13.7734375,
0.071,-81.3193359375,70.068359375,17.9775390625,
0.0715,-81.6396484375,59.1376953125,34.11328125,
0.072,-81.599609375,45.724609375,48.0869140625,
0.0725,-81.6396484375,41.3603515625,51.73046875,
0.073,-79.7578125,16.9365234375,64.3427734375,
0.0735,-81.0791015625,15.294921875,65.18359375,
0.074,-70.94921875,-11.0107421875,80.8388671875,
0.0745,-70.228515625,-15.7353515625,81.51953125,
0.075,-59.578125,-33.072265625,81.4794921875,
0.0755,-46.525390625,-44.36328125,81.51953125,
0.076,-41.5205078125,-49.7685546875,81.4794921875,
0.0765,-18.0576171875,-64.1025390625,81.359375,
0.077,-18.09765625,-67.8662109375,81.5595703125,
0.0775,8.48828125,-81.6396484375,75.1533203125,
0.078,11.611328125,-81.6396484375,71.8701171875,
0.0785,29.30859375,-81.599609375,58.1767578125,
0.079,41.2001953125,-81.599609375,45.32421875,
0.0795,48.287109375,-81.599609375,39.478515625,
0.08,61.7001953125,-81.6396484375,17.13671875,
0.0805,65.3837890625,-81.6396484375,16.9765625,
0.081,79.9580078125,-73.8720703125,-10.4501953125,
0.0815,78.8369140625,-71.1494140625,-12.3720703125,
0.082,81.4794921875,-59.09765625,-32.1513671875,
0.0825,81.4794921875,-49.16796875,-42.44140625,
0.083,81.4794921875,-43.802734375,-51.25,
0.0835,81.4794921875,-23.462890625,-63.0615234375,
0.084,81.4794921875,-22.4619140625,-65.0234375,
0.0845,75.833984375,4.2841796875,-79.1171875,
0.085,76.154296875,6.1259765625,-80.158203125,
0.0855,64.623046875,27.787109375,-81.599609375,
0.086,56.0546875,38.27734375,-81.599609375,
0.0865,47.806640625,47.806640625,-81.6396484375,
0.087,25.865234375,57.7763671875,-81.6396484375,
0.0875,24.904296875,61.419921875,-81.6396484375,
0.088,-4.1640625,78.7568359375,-74.2724609375,
0.0885,-4.8447265625,81.359375,-76.4345703125,
0.089,-27.5869140625,81.439453125,-62.541015625,
0.0895,-35.5146484375,81.3994140625,-52.8515625,
0.09,-45.2041015625,81.4794921875,-43.4423828125,
0.0905,-56.85546875,81.4794921875,-23.142578125,
0.091,-60.4990234375,81.5595703125,-23.703125,
0.0915,-77.7158203125,80.078125,4.32421875,
0.092,-78.1162109375,80.318359375,4.5244140625,
0.0925,-81.599609375,65.8642578125,27.0263671875,
0.093,-81.6396484375,58.13671875,34.994140625,
0.0935,-81.599609375,49.5283203125,47.0458984375,
0.094,-81.6396484375,30.7099609375,59.2578125,
0.0945,-81.6396484375,28.8681640625,63.7822265625,
0.095,-80.078125,1.2412109375,77.99609375,
0.0955,-79.4775390625,0.2802734375,76.5947265625,
0.096,-66.544921875,-23.462890625,81.51953125,
0.0965,-60.5791015625,-31.2705078125,81.4794921875,
0.097,-51.330078125,-43.2021484375,81.4794921875,
0.0975,-33.0322265625,-55.0537109375,81.4794921875,
0.098,-31.390625,-56.4951171875,81.4794921875,
0.0985,-4.0439453125,-71.109375,73.9921875,
0.099,-3.603515625,-73.3515625,76.3544921875,
0.0995,20.4599609375,-81.599609375,65.0234375,
0.1,28.5078125,-81.599609375,59.0576171875,
0.1005,40.7998046875,-81.599609375,49.2880859375,
0.101,53.572265625,-81.599609375,30.509765625,
0.1015,55.7744140625,-81.6396484375,29.388671875,
0.102,74.232421875,-81.0390625,1.921875,
0.1025,77.2353515625,-81.6396484375,1.6416015625,
0.103,81.4794921875,-71.3896484375,-22.6220703125,
0.1035,81.439453125,-64.3828125,-28.1875,
0.104,81.4794921875,-53.091796875,-40.2392578125,
0.1045,81.4794921875,-36.8759765625,-52.8515625,
0.105,81.3994140625,-35.5546875,-55.494140625,
