Date,2020-12-01 14:33:40
Filename,STFMK-20201105-LW15-2055_20201201_143340_004.dat
Data Label,축정렬불량
Label_No,03
Motor Spec,L-DSF-01, 1730,2.2, 8.6,
Period,3SEC
Sample Rate,4000
RMS,0.006394,
Data Length,12000,
0,-0.0002701317,
0.00025,-0.0016349368,
0.0005,-0.0013459473,
0.00075,0.0034105347,
0.001,0.0028105581,
0.00125,-0.0037527070,
0.0015,-0.0038326760,
0.00175,-0.0104492866,
0.002,-0.0080749327,
0.00225,-0.0108313467,
0.0025,-0.0097495047,
0.00275,-0.0013717534,
0.003,-0.0028000851,
0.00325,-0.0029920554,
0.0035,-0.0024030283,
0.00375,-0.0051880446,
0.004,-0.0142366700,
0.00425,-0.0054387837,
0.0045,-0.0022553464,
0.00475,-0.0034333162,
0.005,0.0031232000,
0.00525,0.0103692412,
0.0055,0.0034105838,
0.00575,-0.0032813703,
0.006,0.0003728431,
0.00625,-0.0028653839,
0.0065,-0.0082161501,
0.00675,-0.0010009467,
0.007,0.0049140654,
0.00725,-0.0000231481,
0.0075,-0.0047820001,
0.00775,0.0081861699,
0.008,-0.0011434158,
0.00825,-0.0152282808,
0.0085,0.0015968259,
0.00875,0.0020552289,
0.009,-0.0112211611,
0.00925,0.0007820924,
0.0095,0.0051515941,
0.00975,-0.0043843640,
0.01,-0.0100300219,
0.01025,-0.0044876938,
0.0105,0.0003530830,
0.01075,-0.0047976328,
0.011,-0.0035285463,
0.01125,0.0081584025,
0.0115,0.0071110334,
0.01175,-0.0058923224,
0.012,-0.0049717063,
0.01225,0.0021879126,
0.0125,-0.0087228101,
0.01275,-0.0083059296,
0.013,0.0092556607,
0.01325,0.0020625417,
0.0135,0.0029788124,
0.01375,0.0133822309,
0.014,0.0068140738,
0.01425,0.0023952913,
0.0145,0.0032341583,
0.01475,0.0024632085,
0.015,0.0000223789,
0.01525,0.0025933932,
0.0155,0.0042679617,
0.01575,0.0020856778,
0.016,0.0042484906,
0.01625,-0.0000416878,
0.0165,-0.0021221065,
0.01675,-0.0025284758,
0.017,-0.0031549248,
0.01725,-0.0016059174,
0.0175,-0.0076995702,
0.01775,-0.0072334493,
0.018,-0.0084514087,
0.01825,-0.0090071680,
0.0185,-0.0141586866,
0.01875,-0.0119721415,
0.019,-0.0092155728,
0.01925,-0.0031949850,
0.0195,0.0004457420,
0.01975,0.0007092730,
0.02,-0.0010419732,
0.02025,0.0013252265,
0.0205,-0.0035410922,
0.02075,-0.0073089283,
0.021,-0.0040392592,
0.02125,0.0055380915,
0.0215,0.0017653360,
0.02175,-0.0002652490,
0.022,0.0115867779,
0.02225,0.0081153344,
0.0225,-0.0085108802,
0.02275,-0.0019702858,
0.023,0.0068503316,
0.02325,-0.0051055108,
0.0235,-0.0051307194,
0.02375,0.0091988211,
0.024,0.0111135943,
0.02425,-0.0003385248,
0.0245,0.0022179340,
0.02475,0.0105879791,
0.025,0.0029669257,
0.02525,-0.0003925985,
0.0255,0.0107393377,
0.02575,0.0136793293,
0.026,0.0055771144,
0.02625,0.0028963923,
0.0265,0.0041532381,
0.02675,0.0018553101,
0.027,-0.0104011092,
0.02725,-0.0076344730,
0.0275,-0.0008774305,
0.02775,0.0012718996,
0.028,0.0040869066,
0.02825,0.0056902450,
0.0285,0.0096072685,
0.02875,-0.0061705126,
0.029,-0.0085879071,
0.02925,-0.0016519461,
0.0295,0.0019729808,
0.02975,0.0078479173,
0.03,0.0060767843,
0.03025,0.0090435511,
0.0305,0.0116940076,
0.03075,-0.0011762358,
0.031,-0.0071254773,
0.03125,0.0025295012,
0.0315,0.0001451092,
0.03175,-0.0132016782,
0.032,0.0011822858,
0.03225,0.0065080845,
0.0325,-0.0050147772,
0.03275,-0.0030578070,
0.033,0.0031407741,
0.03325,-0.0050082016,
0.0335,-0.0047792522,
0.03375,-0.0026354485,
0.034,0.0016099174,
0.03425,0.0013226161,
0.0345,-0.0068143560,
0.03475,-0.0054538716,
0.035,-0.0027798451,
0.03525,-0.0096506402,
0.0355,-0.0069920141,
0.03575,-0.0003297502,
0.036,-0.0018942629,
0.03625,-0.0017719835,
0.0365,0.0002683093,
0.03675,-0.0012277158,
0.037,-0.0124638043,
0.03725,-0.0070996885,
0.0375,-0.0117380591,
